ItemName,original_type,original_subtype,frequency
Lesportsac 經典尼龍水桶包 黑,郵購與傳銷,其他傳銷事業,12
【發票存摺限定】Plantur21|營養與咖啡因頭皮護理精華露125ml (效期:2023/12),美妝保養,化妝品,12
保證會銀 2月25日 於TXI Center 聚餐費用,服務、票券,餐券,12
林口2024/10/12(六)下午13:30－15:,服務、票券,旅遊票券,12
林口2025/10/4(六)下午13:30－15:,服務、票券,宗教服務,12
一般業職業安全衛生業務主管在職班(回訓) - 甲、乙、丙種一起上課 - 報名時請上傳初訓證書掃描檔,服務、票券,課程,12
一般業職業安全衛生業務主管在職班(回訓) - 甲、乙、丙種一起上課 - 報名時請上傳初訓證書掃描檔 X1 共1200,服務、票券,課程,12
113年行政法測驗題直播互動課程,服務、票券,課程,12
浪人屬性之破繭重生-用影片打造出你的專屬戰場 (2024線下講座-台北場),服務、票券,課程,12
浪人文藝館-打造典藏級的影像故事,服務、票券,課程,12
OMNIA Pro 100W GaN氮化鎵 萬用超級充電站 消光黑 1299 新台幣 x,手機平板與周邊,手機周邊配件,12
噬魂の惡魔,娛樂、收藏,玉石,12
空姐不會飛團↗【8盒】雪の皙奇蹟養妍激光飲,健康保健,保健食品,12
DUO融蠟燈｜胡桃木款 (統一於8/5後出貨),居家生活,燈具,12
DUO融蠟燈｜金屬版 *團購85折*套組77折* (統一於7/30後出貨),居家生活,居家香氛,12
DUO融蠟燈｜金屬版 *團購85折*套組77折* (統一於8/5後出貨),居家生活,居家香氛,12
墾丁民宿 墾丁美樂雅屋民宿訂房訂單,戶外/旅行,住宿訂房,12
捍衛任務4 540元,娛樂、收藏,電影動漫周邊,12
【預購】VKANG行動研磨手沖保溫壺(黑）-單一規格,居家生活,樂齡居家,12
輕盈美麗組,美妝保養,化妝品,12
二階以上雙人房費用,教育與社會服務,學雜費,12
【預購寫真書】Vol.046 Patricia - 通常版,其他大類,其他,12
墾丁民宿 寧檸包棟民宿訂房訂單,戶外/旅行,住宿訂房,12
【預購】Spigen Galaxy S23 Ultra (6.8吋) Ultra Hybrid S-立架式軍規防摔保護殼,手機平板與周邊,手機保護殼,12
空姐不會飛團↗【3盒】雪の皙奇蹟養妍激光飲(白柚檸檬風味),健康保健,保健食品,12
8月9日07肝膽+木生火全相深度內觀,家電影音,生活家電,12
【YABER】焦糖風暮光投影機L2 Plus,郵購與傳銷,其他傳銷事業,12
DUO融蠟燈｜橡木款 NEW* (統一於8/5後出貨),居家生活,燈具,12
【預購寫真書】Vol.055 Wendy(溫蒂) - 特別版,娛樂、收藏,公仔,12
SUKI限定-久賴呼呼被-芝麻牛奶 預購12月底陸續出貨!,居家生活,傢具,12
【ZELUZ 〡 大甲鎮瀾宮】2024甲辰神龍平安巾,娛樂、收藏,CD&DVD,12
空白卡框-橫式,服務、票券,禮券,12
【Yaber】金沙T2 Plus隨身投影機(單機),郵購與傳銷,其他傳銷事業,12
嘶吼歌唱課程 (30) 彈性尊榮學制學費方案 (可刷卡),服務、票券,課程,12
林婕專屬Mild Life 方塊酥無線麥克風音響行動KTV 皓月白灰色喇叭包,手機平板與周邊,手機周邊配件,12
【LazyWife 懶太太日記粉絲專屬活動】法國米其林推薦鉑玖萊油醋,食品,餐飲,12
十月號封面預購-吳青峰 220 元 x,書籍及雜誌期刊,輕小說,12
髮質判斷班收款,服務、票券,課程,12
燕麥脆片囤貨組 | 6中包-原味+巧克力+香蕉+抹茶+三寶柑+摩卡,食品,零食,12
屏東2025/10/11(六)下午16:00－17:,服務、票券,宗教服務,12
eSIM_揚奇中國移動多日(吃到飽)上網卡15天吃到飽 880 TWD x,服務、票券,課程,12
林家謙 - 隱形色 首張華語專輯 (進口版) CD,食品,飲料,12
