ItemName,original_type,original_subtype,frequency
東京迪士尼 史黛拉冬季起舞 夏季smil 春季草莓 系列周邊 東迪 冬季 貝兒 S號玩偶 不含衣服,娛樂、收藏,玩具,2
東京櫻花自由行（2024～2025年最新版）,書籍及雜誌期刊,漫畫,2
東京日日2（限量贈品版：加贈滾滾滾蘋果PP資料套） 272元,娛樂、收藏,玉石,2
東京攻略完全制霸20232024,書籍及雜誌期刊,旅遊相關書籍,2
東京喰種 ～在安定區稍作休息吧～ 線上抽獎(再販售)【10連抽+附贈賞】,食品,餐飲,2
東京吸血鬼傳說6,書籍及雜誌期刊,男同書籍,2
東京卍復仇者 角色名鑑 REMEMBER YOU! (全),書籍及雜誌期刊,電子書及周邊,2
東京人氣 NY 奶油起士餅12入 880 新台幣 x,食品,餐飲,2
東京・公益講座｜叛逆的佛陀,服務、票券,宗教服務,2
東亞★山型燈具 2尺 單管 日光燈具 附東亞T5燈管 白光/黃光 全電壓★永旭照明★TO-FS-14143LEA 550元x4#,家電影音,家電美容,2
東之美生技有限公司,其他大類,其他,2
"*新品上架*-開衫式飛行外套-(尺寸偏大）-黑 , L",服飾,外套,2
杰倫迷你鋼琴萬年曆-大陸代購,其他大類,其他,2
杯裝Gelato 任選30入,居家生活,日用品,2
杯裝Gelato,美妝保養,防曬品,2
杯籃框 - 64格內框*,家電影音,廚房家電,2
*新手入門組合 | POLI + 黃金牛初乳蛋白 + 藻精蛋白滴液 +比菲益生菌,健康保健,保健食品,2
杯瓶上蓋 - 旋蓋運動瓶CPA/CPP 100 元 x,居家生活,杯子,2
*日期限選9/17*港式奶黃月餅禮盒 / 6入金沙奶黃迷你月+8入單片包原味蝴蝶酥,食品,米,2
杯桶分配器*,居家生活,餐廚,2
Denton Square Buckle Reversible Leather Belt,鞋類,休閒鞋,2
杯子蛋糕20入 NEW可愛恐龍1組20入,食品,生鮮食品,2
杯子6容量100ml,居家生活,杯子,2
杯子40容量180ml,居家生活,杯子,2
杯子2容量80ml,居家生活,杯子,2
杯子28容量150ml,居家生活,杯子,2
杯子26容量150ml,居家生活,杯子,2
杯子24容量150ml,居家生活,杯子,2
杯子20容量130ml,居家生活,杯子,2
杯子14容量140ml,居家生活,杯子,2
杯子14容量120ml,居家生活,杯子,2
杯子11容量130ml,居家生活,杯子,2
杯子11容量115ml,居家生活,杯子,2
杯子10容量125ml,其他大類,其他,2
杯子10容量110ml,居家生活,杯子,2
杭菊茶買一送一:數量:1:價錢:250,食品,沖泡品,2
来福 中村杏子,娛樂、收藏,明星偶像商品,2
"束衣黑XL*1, 束衣膚2XL",居家生活,日用品,2
"束衣黑3XL*1, 束衣膚2XL",居家生活,日用品,2
"束衣黑2XL*2, 束衣膚2XL*...",居家生活,日用品,2
"束衣黑2XL*1, 束衣膚3XL",居家生活,日用品,2
束衣膚3XL,居家生活,日用品,2
*腸胃保健專家*好益暢超酵益生菌 60顆/盒,書籍及雜誌期刊,電子書及周邊,2
"束衣膚3XL*2, 束衣膚4XL",居家生活,日用品,2
"束衣膚2XL*2, 衣物XL",居家生活,日用品,2
束口菱格紋毛球鏈帶斜背水桶包-絲絨郁黑-露比系列(BZ96176-49),服飾,其他服飾,2
束口菱格紋毛球鏈帶斜背水桶包-泡沫繡球-露比系列(BZ96176-55),服飾,其他服飾,2
束口拉繩洗衣袋 - 多種尺寸可選擇,居家生活,居家香氛,2
杜鵑花精油 - 5ml,美妝保養,卸妝品,2
杜鵑花精油 - 10ml,美妝保養,卸妝品,2
杜鵑花明信片,其他大類,其他,2
杜邦Teflon - 三防兩用機能衣,服飾,休閒運動服飾,2
杜耶爾淡香水-100ml,健康保健,日常護理,2
杜瀚倫-烘培商品,食品,蛋糕,2
杜桑手工餛飩-1盒,食品,麵食,2
餛飩x6+烏龍麵x,食品,麵食,2
杜松特調《Gin琴酒》英倫調酒精油擴香,食品,零食,2
杜松漿果精油/印度 - 5ml,裝潢與建築,化學用品及周邊物品,2
杜拜巧克力戚風 4吋,美妝保養,香水,2
杜拜巧克力-青嵐抹茶/1入,食品,零食,2
杜拜巧克力-經典杜拜/1入,食品,零食,2
杜巴利伯爵夫人 網路全票 330 新台幣 x,服務、票券,門票,2
杜宜霖委任律師費用,金融服務,其他金融服務,2
村裡來了男人,書籍及雜誌期刊,男同書籍,2
村民-天竺柔棉重磅短袖圓領T恤 - XXL,服飾,T恤,2
村民-天竺柔棉重磅短袖圓領T恤 - M,服飾,T恤,2
村復禮盒｜離島海產三寶,美妝保養,肥皂香皂,2
村井大介｜磁白化妝 壺（M）,美妝保養,化妝品,2
村 碟樂 碟藝師育成計劃 Level 1 培訓費,服務、票券,課程,2
村 天鼓. 迷你 (預購),娛樂、收藏,玩具,2
材料力學上冊,書籍及雜誌期刊,商業理財書籍,2
材得生技有限公司,裝潢與建築,化學用品及周邊物品,2
"杏鮑菇大支(1包) ,旗津美女ㄟ麵店-手工大餛飩(1盒) ,【金園排骨】厚切里肌(1包) ,故鄉機能卵(10顆) ,基隆-可口手工蛋餃(1盒) ,【霸味】鴨肉小丸子(1包) ,【三記】基隆-手工蝦餃(1盒)",食品,蔬果,2
杏頤生物科技有限公司,裝潢與建築,化學用品及周邊物品,2
*歡慶新春限定２件只要９９０元，再加碼贈送精美小禮*《新代2.0強效超平魔鬼氈/排扣系列束胸/冰肌蜂巢超平拉鍊束胸》,服飾,內睡衣,2
歡慶新年限量專屬好禮,服飾,內睡衣,2
杏輝(富美佳)左璇c禮盒組(送小蠶絲蛋白) 2000 元 x,相機、攝影與周邊,監視設備,2
杏花保濕防汙日霜 歐洲原裝進口,美妝保養,化妝品,2
杏福滿滿 香醇杏仁茶 (3罐組),食品,飲料,2
"杏白色*1, 寵梳*1+黏毛*1",寵物,寵物用品,2
杏灰色薄款肩帶設計短腰套裝 (S/M),服飾,休閒運動服飾,2
杏桃百香果糖霜磅蛋糕-長條,食品,蛋糕,2
杏桃百香果糖霜磅蛋糕-切片,食品,甜點,2
杏仁餅(全素) 280 元 x,食品,米,2
杏仁酸透亮煥膚身體乳（180ml） 342 元 x,美妝保養,化妝品,2
杏仁酸輕鬆煥膚(杏仁酸化妝水150ml+5%30ml+10%30ml+杏仁酸乳液 60ml+杏仁酸洗面乳100ml (輔大正妹推薦),美妝保養,化妝品,2
杏仁酸輕旅行(洗面乳 17ml+化妝水 30ml+ 奇蹟霜 10ml )+杏仁酸精華液任選一款-品牌夾鏈袋裝 贈 卵殼膜8g (Clio推薦)-杏仁酸精華30%15ml,美妝保養,化妝品,2
滿18,美妝保養,化妝品,2
杏仁酸輕旅行(洗面乳 17ml+化妝水 30ml+ 奇蹟霜 10ml )+杏仁酸精華液任選一款-品牌夾鏈袋裝 贈 卵殼膜8g (Clio推薦)-杏仁酸精華18%15ml,美妝保養,化妝品,2
滿1800贈凍齡熬,美妝保養,化妝品,2
滿$1500贈玻尿酸保濕精華液 5ml (,健康保健,日常護理,2
杏仁酸精華液5% 30ml 3入 贈玻尿酸保濕精華液 5ml+杏仁酸化妝水30ml (潘劭中推薦),健康保健,日常護理,2
安心曬 清涼防曬噴霧 SPF50+ PA++++ 140ml (潘劭中推薦),美妝保養,化妝品,2
杏仁酸精華液5% 30ml 3入 贈杏仁酸10%15ml+0.1%A醇精華乳 3ml+修護安瓶面膜1片 (蔡阿嘎推薦),美妝保養,日常護理,2
杏仁酸精華液5% 30ml 2入+熬夜霜10ml (郁甯推薦),美妝保養,沐浴乳,2
杏仁酸精華液5% 30ml 2入+杏仁酸洗面乳17ml+卵殼膜8g (嘟丟笑欸推薦),美妝保養,化妝品,2
杏仁酸精華液5% 30ml 2入+杏仁酸洗面乳 17ml+杏仁酸面膜1片 (樂擎推薦),美妝保養,化妝品,2
杏仁酸煥膚面膜 10片+毛孔收斂水 50ml+蝸牛面膜1片 (潘劭中推薦),美妝保養,化妝品,2
杏仁酸精華液5% 30ml 2入+杏仁酸化妝水30ml+杏仁酸洗面乳17ml (不急夫婦推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+杏仁酸洗面,健康保健,日常護理,2
杏仁酸精華液5% 30ml 2入+杏仁酸化妝水30ml+保水面膜1片 (陳推薦),美妝保養,化妝品,2
杏仁酸精華液5% 30ml (陳推薦),美妝保養,化妝品,2
杏仁酸精華液5% 30ml (賴一如推薦),健康保健,日常護理,2
杏仁酸精華液5% 30ml (蔡阿嘎推薦),健康保健,日常護理,2
杏仁酸精華液5% 30ml (Amber推薦),健康保健,日常護理,2
杏仁酸精華液5% 30ml (榛榛推薦),美妝保養,化妝品,2
滿4500贈618年中慶百萬好禮抽獎券3張,健康保健,日常護理,2
下單禮極光微導H爆水體驗組(透顏露1.5ml+玻尿酸精華1ml+全效霜1.5ml+水凍膜,健康保健,日常護理,2
【下單贈】凍齡熬夜奇蹟霜 2ml (不累計,美妝保養,化妝品,2
杏仁拋光plus套組(化妝水150ml+玻尿酸精華30ml+洗面乳100ml)+杏仁酸精華液加大60ml濃度任選二款 贈杏仁酸煥膚淨透沐,健康保健,日常護理,2
滿$5000送微導雪肌淨白淡,美妝保養,化妝品,2
杏仁酸精華液30% 60ml (DIDI聯名推薦),美妝保養,化妝品,2
杏仁酸5%煥膚無瑕身體噴霧水 100ml(胤翔推薦),美妝保養,化妝品,2
滿3500贈敗犬限量訂製環保提袋+蝸,健康保健,日常護理,2
杏仁酸精華液30% 30ml 3入+杏仁酸精華液10%15ml+杏仁酸化妝水30ml*2+杏仁酸面膜2片 (樂擎推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml 3入 贈杏仁酸精華液18%15ml+杏仁酸化妝水30ml+熬夜霜10ml+杏仁酸面膜2片,健康保健,日常護理,2
杏仁酸精華液30% 30ml 3入 贈杏仁酸18%15ml+杏仁酸化妝水30ml+熬夜霜10ml+杏仁酸面膜2片 (胤翔推薦),健康保健,日常護理,2
杏仁酸精華液30% 30ml 3入 贈杏仁酸10%15ml+杏仁酸化妝水30ml*2+熬夜霜10ml (凱蒂哥推薦),美妝保養,沐浴乳,2
滿3500贈茶樹遮瑕調理霜 15g (期限2024.10.24) (不累計不累送),美妝保養,化妝品,2
滿3500贈毛孔收斂水 50ml+敗犬聯名地墊乙個(不累計不累贈),美妝保養,化妝品,2
滿3500贈晶鑽美肌潤色隔離霜 SPF48 50ml(不累計不累贈),美妝保養,化妝品,2
微導玻尿酸透顏露 150ml (敗犬推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml 3入 贈10%15ml+NING聯名 A醇洗面乳15ml+0.3%A醇精華乳3ml+A醇撫紋眼霜3ml (郁甯推薦),健康保健,日常護理,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml+杏仁酸洗面乳17ml+杏仁酸面膜1片+熬夜霜2ml (榛榛推薦),美妝保養,化妝品,2
滿2500贈敗犬聯名毛毯 (不累計不,美妝保養,化妝品,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+洗面乳17ml+蝸牛面膜1片 (馬梓豪推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+死海皂27g+海星面膜1片 (Cindy推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+杏仁酸洗面乳17ml+熬夜霜10ml,美妝保養,沐浴乳,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+杏仁酸洗面乳17ml+熬夜霜10ml (滌綸木子李推薦),美妝保養,沐浴乳,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+杏仁酸洗面乳17ml+杏仁酸面膜1片 (女神下午茶推薦),美妝保養,日常護理,2
滿3,健康保健,日常護理,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+杏仁酸洗面乳17ml+杏仁酸面膜1片 (不急夫婦推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+杏仁酸洗面乳17ml+杏仁酸面膜1片 (Amber推薦),健康保健,日常護理,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml*2+杏仁酸洗面乳17ml+保水面膜1片 (吉吉推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml 2入+杏仁酸化妝水30ml 2入+杏仁酸洗面乳17ml+雪肌面膜1片 (於沁人推薦),健康保健,日常護理,2
杏仁酸精華液30% 30ml (躺狗推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml (胤翔推薦),美妝保養,化妝品,2
(聯絡電話：0911738383),美妝保養,化妝品,2
*法式水果6吋/8吋,食品,蛋糕,2
杏仁酸精華液30% 30ml (Gaga推薦),美妝保養,化妝品,2
杏仁酸化妝水 150ml (Clio推薦),美妝保養,化妝品,2
杏仁酸精華液30% 30ml (Cindy推薦),美妝保養,化妝品,2
杏仁酸精華液18% 60ml 2入+杏仁酸精華液18%15ml+杏仁酸化妝水30ml+洗面乳17ml (DIDI聯名推薦),美妝保養,化妝品,2
滿$3000,健康保健,日常護理,2
滿$1500贈玻尿酸保濕精華液 5ml (累贈不累計) X,健康保健,日常護理,2
煥膚保濕精質液 6.5ml 4支+玻尿酸精華 5ml (DIDI推薦),美妝保養,化妝品,2
*滿天星系列* 天然淡水珍珠精緻Y字鏈多種戴法項鏈 等　共4点,包包/配件/精品,珠寶鑽石,2
滿5000贈2023雙11盛典百萬好禮瘋狂,健康保健,日常護理,2
【下單贈】凍齡熬夜奇蹟霜 2ml (不累,美妝保養,化妝品,2
滿$3000送煥膚保濕精質液 6.5ml,美妝保養,化妝品,2
滿$3000贈煥膚保濕精質液 6.5ml 單支 (累贈,健康保健,日常護理,2
滿$1500贈玻尿酸保濕精華液 5ml (累贈不,健康保健,日常護理,2
滿$3000送煥膚保濕精質液,美妝保養,化妝品,2
*火烤雞肉醬包１０入,食品,食用油調味料,2
滿$1500贈凍齡時光潔顏露 20ml (累贈不累計),相機、攝影與周邊,鏡頭,2
滿$3000贈煥膚保濕精質液6.5ml (累贈不累計),相機、攝影與周邊,鏡頭,2
下單禮-凍齡熬夜奇蹟霜,相機、攝影與周邊,鏡頭,2
滿$3000贈煥膚保濕精質液6.5ml (累贈不,相機、攝影與周邊,鏡頭,2
杏仁酸精華液18% 60ml (DIDI聯名推薦),健康保健,日常護理,2
杏仁酸煥膚面膜 五片 (DIDI推薦),健康保健,日常護理,2
杏仁酸精華液18% 30ml(輔大正妹推薦),美妝保養,化妝品,2
凍齡熬夜奇蹟霜 50ml 2入 贈熬夜霜10ml*2 (敗犬推薦),健康保健,日常護理,2
杏仁酸精華液30% 30ml 3入+玻尿酸精華液 5ml+杏仁酸化妝水30ml+時光面膜2片+熬夜霜 10ml (樂擎推薦),美妝保養,化妝品,2
滿3500贈超瞬白潤色精華乳 100ml,美妝保養,化妝品,2
杏仁酸精華液18% 30ml 3入 贈玻尿酸保濕精華液 5ml +杏仁酸化妝水30ml+時光面膜 4片 (Amber推薦),健康保健,日常護理,2
杏仁酸精華液18% 30ml 3入 贈杏仁酸精華液5%15ml+杏仁酸化妝水30ml+熬夜霜10ml (美宋推薦),美妝保養,化妝品,2
杏仁酸精華液18% 30ml 3入 贈杏仁酸精華液5%15ml+杏仁酸化妝水30ml+熬夜霜10ml (不急夫婦推薦),美妝保養,沐浴乳,2
杏仁酸精華液18% 30ml 3入 贈杏仁酸精華液5%15ml+杏仁酸化妝水30ml*2+杏仁酸面膜2片 (沈推薦),美妝保養,沐浴乳,2
滿3500贈敗犬聯名毛毯+凍齡熬,美妝保養,化妝品,2
【下單贈】凍齡熬夜奇蹟霜 2ml,美妝保養,化妝品,2
滿2500贈敗犬晴雨兩用傘 (不累計不累贈),健康保健,日常護理,2
*特價*五味子芝麻錠20錠,健康保健,保健食品,2
杏仁酸精華液18% 30ml 3入 贈杏仁酸精華液10%15ml+杏仁酸化妝水30ml+熬夜霜10ml+杏仁酸面膜2片 (潘劭中推薦),美妝保養,日常護理,2
杏仁酸精華液18% 30ml 3入 贈杏仁酸10%15ml+0.1%A醇精華乳3ml+0.3%A醇精華乳3ml+A醇洗面乳15ml+修護安瓶面膜2片 (敗犬推薦),美妝保養,日常護理,2
*特殊品 高單位水感保濕精華液 30ml一組兩入 2024/05/31到期,健康保健,日常護理,2
*特價*升級版黑醋栗葉黃素AX10錠,健康保健,保健食品,2
滿3500贈毛孔收斂水 50ml+敗犬聯名地墊乙個(不累計不累贈) X,美妝保養,化妝品,2
