ItemName,original_type,original_subtype,frequency
M006兩用磁吸飛行員眼鏡,包包/配件/精品,眼鏡,3
M.Seed 拉鍊零錢夾/ 黑/ 義大利植鞣牛背皮蜂蠟處理/ 皮革/手工皮革/短夾/拉鍊短夾　共1点,其他大類,其他,3
M.L 聖誕雪人雙人被單被蓋床組 ｜官網限定,居家生活,寢具,3
M.A.C腮紅/蜜粉刷 加購價,美妝保養,化妝品,3
高純度紅花籽油 - 1包 (20入),食品,餐飲,3
惡名昭彰 1554 TWD x,服飾,休閒運動服飾,3
2023 年度經典賞鯨｜不含交通接送｜ 1400 NT x,服務、票券,旅遊票券,3
M.A.C 專業海綿雙頭兩用刷,郵購與傳銷,其他傳銷事業,3
M-Audio Oxygen Pro Mini 主控鍵盤,3C與筆電,電腦周邊配件,3
M*【膚立效】肉條／膠囊-90粒膠囊$1280，加贈【皮毛好棒(羊肉)乙支】,寵物,寵物營養保健品,3
M MERCER EXTRA SMALL 荔枝紋琴譜包 天空藍,郵購與傳銷,其他傳銷事業,3
高級備長炭(1公斤裝-細)與日本品質同步/除濕/調濕/消臭/過濾/釋放負離子/淨化空氣【,居家生活,居家香氛,3
64411】【不列入贈點及滿額額計算】（不適用購物金）,居家生活,居家香氛,3
惡名昭彰 1535 TWD x,其他大類,其他,3
惡名昭彰 1531 TWD x,運動/健身,運動服飾,3
2023 年度經典賞鯨｜不含交通接送｜ 3600 NT x,服務、票券,旅遊票券,3
2023 夏日福袋📦 999 元 x,食品,餐飲,3
惡名昭彰 15289 TWD x,服飾,休閒運動服飾,3
M 600 元 x,服務、票券,餐券,3
M 1380 元 x,包包/配件/精品,手錶,3
L精胺酸Plus,健康保健,保健食品,3
高級感立體小花細肩帶洋裝 (米白),服飾,洋裝,3
"高級感氣質簡約風鏡面蝴蝶結iPhone手機殼 - 粉色蝴蝶結, iPhone 14 Pro Max (6.7)",手機平板與周邊,手機周邊配件,3
高級感口袋心機牛仔短裙(附皮帶) 580 新台幣 x,服飾,休閒運動服飾,3
"高級感仿皮質山茶花iPhone手機殼 - 黑框, iPhone 14 Pro (6.1)",手機平板與周邊,手機周邊配件,3
L型主管桌-訂製桌下側櫃#,居家生活,家具,3
L型主管桌-訂製側櫃#,居家生活,家具,3
L’Homme Cacao-四角大粗框墨鏡 X,包包/配件/精品,眼鏡,3
高級VIP會員費,金融服務,其他金融服務,3
2023 奧林擊劍三日夏令營（國小一至六年級） (2023-07-17 14:00),服務、票券,課程,3
惡名昭彰 1501 TWD x,服飾,T恤,3
惡名昭彰 15000 TWD x,服飾,休閒運動服飾,3
L’AMOUR【綜合】黑化脆塔／夏花冬雪白塔*1盒 黑化脆塔-1盒4入,健康保健,保健食品,3
L’AMOUR【綜合】黑化脆塔／夏花冬雪白塔*1盒 夏花冬雪白塔-1盒4入,健康保健,保健食品,3
Lük Beautifood-綠蔬果唇部磨砂膏,美妝保養,化妝品,3
Léon長條蛋糕｜歐貝拉,食品,甜點,3
Léon母親節蛋糕｜馨之花束,食品,甜點,3
高級感亞麻西背心,服飾,背心,3
高級基金：禮物；購買後可贈送給其他玩家,電玩遊戲,策略類,3
2023 團購工具書 一組 10 套,居家生活,文具,3
2023 嗨挺 K-POP 趴 一般票,服務、票券,門票,3
高級會員年費,居家生活,餐廚,3
Léan乳酪雙重奏蛋糕｜栗子蒙布朗,食品,甜點,3
Lyra課程活動結帳連結,服務、票券,課程,3
L’Ange棉之境九層多功能紗布小方巾（3入）,嬰幼童與母親,外出用品,3
惡名昭彰 1467 TWD x,其他大類,其他,3
惡名昭彰 1463 TWD x,其他大類,其他,3
高級課程接駁車,服務、票券,課程,3
高級課程@台北 1/1-4(非住宿) - 早鳥價/每人,服務、票券,禮券,3
高級訂製擴香2件組-曠野薔薇/仙境島嶼,居家生活,居家香氛,3
高級綜合禮盒 750 元 x,食品,零食,3
高級精緻刺繡帆布手機包(共2個選擇) - 米白色,包包/配件/精品,托特包,3
惡名昭彰 14750 TWD x,服飾,休閒運動服飾,3
惡名昭彰 14737 TWD x,服飾,休閒運動服飾,3
惡名昭彰 14400 TWD x,服飾,休閒運動服飾,3
Luying G40 LED串燈25顆,居家生活,燈具,3
Luxury°1 文藝復興精品禮盒 - 沐浴露,美妝保養,沐浴乳,3
Luxe Max 室內大型沙發-奢華色系,居家生活,沙發,3
Luxe Lined Body 牛仔褲,服飾,丹寧牛仔,3
Luv筆筒包（5色真牛皮）,包包/配件/精品,飾品,3
Luveta U型牙套式兒童電動牙刷-小豬,嬰幼童與母親,嬰幼童用品,3
惡名昭彰 1436 TWD x,服飾,休閒運動服飾,3
2023 冬季新款 仿羊絨長款圍巾 莫蘭迪圍巾 保暖圍巾 流蘇圍巾 披肩,包包/配件/精品,圍巾,3
惡名昭彰 143 TWD x,運動/健身,運動服飾,3
高級皮革運動鞋,鞋類,休閒鞋,3
惡名昭彰 14179 TWD x,服飾,休閒運動服飾,3
高纖女神酵素粉一箱,健康保健,保健食品,3
高績效企業經營實戰體驗班 - 台北場次（05/02）,服務、票券,禮券,3
高級黏土裱花小品課A(一日)＊建議有基礎者-單一規格,服務、票券,課程,3
高級透明色系情侶款 - 透明綠,成人專區,情趣用品,3
Lutry / 反毛皮 / 窄版 / 貂皮色 X,服飾,其他服飾,3
Lundi 黑,其他大類,其他,3
Lunar珍珠項鍊,包包/配件/精品,珠寶鑽石,3
Lunar珍珠掛墜耳環,包包/配件/精品,飾品,3
Luminox Audio 轉接線 (2.5mm/3.5mm/4.4mm),手機平板與周邊,充電傳輸與轉接相關設備,3
高纖豆漿粉500g,食品,海鮮,3
惡名昭彰 1393 TWD x,服飾,休閒運動服飾,3
LuckyMiner LV07 樂透礦機,娛樂、收藏,水晶,3
高纖燕麥脆片150g-28入 4480 元,食品,飲料,3
高腰側開針織長裙 W552 - M,服飾,裙子,3
高腰側開衩直筒牛仔褲,服飾,長褲,3
高腰九分褲,服飾,休閒運動服飾,3
惡名昭彰 13817 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1371 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1363 TWD x,服飾,休閒運動服飾,3
惡名昭彰 138 TWD x,服飾,休閒運動服飾,3
惡名昭彰 13769 TWD x,服飾,休閒運動服飾,3
惡名昭彰 13747 TWD x,服飾,休閒運動服飾,3
Ludwig Göransson: Oppenheimer 奧本海默 原聲帶黑膠 140g 3LP 2280 元 x,娛樂、收藏,CD&DVD,3
Ludvig Forssell 死亡擱淺 Death Stranding 原聲帶 黑白彩膠3LP,食品,飲料,3
Lucy藝伎耳掛,手機平板與周邊,耳機,3
Lucy's X Hello Kitty 獨家聯名 50週年Our Birthday 耳環 (三色) (116697/116698/116699),包包/配件/精品,飾品,3
高腰寬牛仔褲,服飾,長褲,3
高腰包覆隱形翹臀九分褲-摩卡棕,服飾,休閒運動服飾,3
高腰刷色微喇叭牛仔褲,服飾,長褲,3
Lucius K.「頌缽自我療癒&靜心」1日精華工作坊,服務、票券,課程,3
Luciole閃閃金光項鍊,包包/配件/精品,飾品,3
Lua.Ra_Korea商城商品一批,其他大類,其他,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／Stone Black黑m1:1預購訂製X退換 1369 元 x,服飾,丹寧牛仔,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／Stone Black黑Xs1:1預購訂製X退換 1350 元 x,服飾,丹寧牛仔,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／Stone Blacks 1350 元 x,服飾,內睡衣,3
高腰收腹百摺長裙,服飾,短褲,3
高腰收腹提臀內褲(💰1500滿額贈活動),服飾,內睡衣,3
LuLu豬Olympigs系列悠遊金卡-各種閃亮豬,娛樂、收藏,卡牌,3
Lowdina Orchards頂級櫻桃禮盒 2KG-32~34mm,食品,生鮮食品,3
惡名昭彰 1342 TWD x,服飾,休閒運動服飾,3
惡名昭彰 13388 TWD x,其他大類,其他,3
惡名昭彰 1333 TWD x,運動/健身,運動服飾,3
Lovemore.style商城商品一批,服務、票券,其他活動,3
高腰牛仔迷你裙裝,服飾,裙子,3
高腰牛仔中長裙裝,服飾,短褲,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／ash blue灰藍s 1350 元 x,服飾,內睡衣,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／ash blue灰藍m 1350 元 x,服飾,內睡衣,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／ash blue灰藍L 1350 元 x,服飾,內睡衣,3
高腰薄款運動褲2.0-小麥 - M,服飾,休閒運動服飾,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／Vintage blue復古藍綠m 1350 元 x,服飾,內睡衣,3
高腰版 正韓製 狎鷗亭女神褲 隱藏美胯墊 xs-L／Stone Black黑m1:1預購訂製X退換 1399 元 x,服飾,丹寧牛仔,3
Love amp; Love 102 TWD x,書籍及雜誌期刊,漫畫,3
信用卡代收費 7 TWD x,書籍及雜誌期刊,漫畫,3
Love Storm戀愛風暴 下　221元X1Love Storm戀愛風暴 上,娛樂、收藏,電影動漫周邊,3
Loveye 兒童太陽眼鏡／抗藍光眼鏡商城商品一批,其他大類,其他,3
惡名昭彰 1294 TWD x,服飾,休閒運動服飾,3
惡名昭彰 13140 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1303 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1293 TWD x,服飾,休閒運動服飾,3
Lounge Chair 貓躺椅紙製貓家具貓屋【內附抓板】-DIY扁平盒裝,寵物,寵物用品,3
Louis｜麻花｜鏈條｜項鍊,包包/配件/精品,珠寶鑽石,3
高腰薄款運動褲2.0-淺灰 - L,服飾,休閒運動服飾,3
惡名昭彰 1281 TWD x,運動/健身,運動服飾,3
惡名昭彰 128 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1276 TWD x,其他大類,其他,3
Lots you Nostalgia chubby Backpack 2280 元 x,3C與筆電,電腦零組件,3
Longchamp字母尼龍後背包,包包/配件/精品,背包,3
惡名昭彰 12818 TWD x,服飾,休閒運動服飾,3
惡名昭彰 13000 TWD x,運動/健身,運動服飾,3
惡名昭彰 12550 TWD x,其他大類,其他,3
商品總金額 65000 TWD x,包包/配件/精品,珠寶鑽石,3
惡名昭彰 1268 TWD x,服飾,休閒運動服飾,3
"高腰雙口袋合身短褲 - 黑色, S",服飾,休閒運動服飾,3
"高腰雙口袋合身短褲 - 米色, S",服飾,短褲,3
高腰造型V丹寧短褲,服飾,短褲,3
高腰薄款運動褲2.0-淺灰 - M,服飾,休閒運動服飾,3
高腰薄款運動褲2.0 -碧泉綠 - L,服飾,休閒運動服飾,3
2023 Top Kidz 瘋很大 【Super農場大亨】 — 非新店行道會會友 x,服務、票券,課程,3
2023 TEAM TAIWAN 球員版打擊練習衣,服飾,休閒運動服飾,3
2023 TINTA (商業空間: 休閒娛樂) 報名費用 3200 新台幣 x,服務、票券,課程,3
Lola 性感紫羅蘭三點式丁字褲比基尼 [TB139],服飾,泳裝,3
Logo連帽波特蘭外套,服飾,外套,3
Logo提袋＋品牌緞帶,包包/配件/精品,手提包,3
Logo 棒球帽,包包/配件/精品,帽子,3
Logo Tshirt Green Embroidery*1 + 超商店到店0元,服飾,其他服飾,3
London People 輕量機能型折疊後背包,服飾,其他服飾,3
惡名昭彰 1248 TWD x,運動/健身,運動服飾,3
惡名昭彰 12598 TWD x,服飾,休閒運動服飾,3
Logitech 羅技 M235n 無線滑鼠 銀黑色 2022年新款,3C與筆電,電腦周邊配件,3
AURORAL XS輕飄飄纖勻膠囊體驗包6日份(袋裝),美妝保養,美髮護理,3
Lofan雲海抗菌無痕小褲-黑 XS2323-BLK (小可團購),服飾,內睡衣,3
Lofan雲海雕塑豐滿再現無鋼圈內衣-黑 XB2360-BLK (小劉醫師團購),服飾,內睡衣,3
Lofan雲海雕塑豐滿再現無鋼圈內衣-黑,服飾,內睡衣,3
Lofan雲海雕塑豐滿再現無鋼圈內衣-膚(顏小千團購),服飾,內睡衣,3
Lofan雲海雕塑豐滿再現無鋼圈內衣-膚 XB2360-SLC (顏小千團購),服飾,內睡衣,3
惡名昭彰 12138 TWD x,服飾,休閒運動服飾,3
Lofan雲海雕塑豐滿再現無鋼圈內衣-膚 XB2360-SLC (PEI團購),服飾,內睡衣,3
Lofan雲海二代豐滿再現無鋼圈內衣-黑(Kimy團購),服飾,內睡衣,3
服貼入耳∣睡眠模式∣ANC降噪 -SonaBuds mini 睏寶耳機,手機平板與周邊,耳機,3
Lofan花語深V塑形無鋼圈內衣-深咖啡,服飾,內睡衣,3
Logo TH 交織字母斜肩包,包包/配件/精品,手提包,3
Logo Hoodie Red Embroidery*1 + 超商店到店0元,服飾,其他服飾,3
Lofan減壓高腰收腹提臀小褲-粉 SA2264-PCH (顏小千團購),服飾,內睡衣,3
Lofan減壓調整型無鋼圈內衣-粉 BA2265-PCH (聖小柔團購),服飾,內睡衣,3
Lofan減壓調整型無鋼圈內衣-粉 BA2265-PCH (PEI團購),服飾,內睡衣,3
Lofan繁花深V渾圓無鋼圈內衣-膚(田以熙團購),服飾,內睡衣,3
Lofan繁花抗菌無痕小褲-膚(田以熙團購),服飾,內睡衣,3
Lofan珍珠包覆美型無鋼圈內衣-膚(顏小千團購),服飾,內睡衣,3
Lofan珍珠包覆美型無鋼圈內衣-膚 XB2290-IVE (Ant Family團購),服飾,內睡衣,3
Lofan珍珠抗菌無痕小褲-白(顏小千團購),服飾,內睡衣,3
商品總金額 6534 TWD x,其他大類,其他,3
2023 Olicatessen 2345 特級初榨橄欖油 Extra Virgin Olive Oil 500ML (莊園典藏系列新油上市)X2#,食品,餐飲,3
Lofan爵士深V造波無鋼圈內衣-膚(顏小千團購),服飾,內睡衣,3
Lofan爵士深V造波無鋼圈內衣-湖水綠 BA2230-GEN (Kimy團購),服飾,內睡衣,3
Lofan爵士三代深V造波無鋼圈內衣-膚(顏小千團購),服飾,內睡衣,3
Lofan漫步渾圓深V無鋼圈內衣-膚色(顏小千團購),服飾,內睡衣,3
Lofan星語渾圓深V無鋼圈內衣-灰藍(顏小千團購),服飾,內睡衣,3
Lofan減壓調整型無鋼圈內衣-粉(顏小千團購),服飾,內睡衣,3
惡名昭彰 12168 TWD x,服飾,休閒運動服飾,3
Lofan波光法式蕾絲無痕小褲-膚 SA2243-SLC(阿淇博士團購),服飾,內睡衣,3
Lofan爵士深V造波無鋼圈內衣-湖水綠 BA2230-GEN(林嫺團購),服飾,內睡衣,3
Lofan極簡調整型無鋼圈內衣-黑 BA2440-BLK (蘋果西打團購),服飾,內睡衣,3
Lofan極簡調整型無鋼圈內衣-膚 BA2440-SLC (蘋果西打團購),服飾,內睡衣,3
Lofan 極簡 抗菌無痕小褲-黑 SA2233-BLK (蘋果西打團購),服飾,內睡衣,3
Lofan 極簡 抗菌無痕小褲-膚 SA2233-SLC (蘋果西打團購),服飾,內睡衣,3
Lofan極簡調整型無鋼圈內衣-膚 BA2440-SLC (花猴團購),服飾,內睡衣,3
Lofan珍珠包覆美型無鋼圈內衣-白(小劉醫生團購),服飾,內睡衣,3
惡名昭彰 1201 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1181 TWD x,服飾,休閒運動服飾,3
Lofan森活豐滿再現無鋼圈內衣-粉膚 BA2480-PCH (Kimy團購),服飾,內睡衣,3
Lofan星語抗菌無痕小褲-灰藍(顏小千團購),服飾,內睡衣,3
Lofan星語渾圓深V無鋼圈內衣-灰藍,服飾,內睡衣,3
Lofan抹胸平口蕾絲無痕百搭無鋼圈內衣-膚 CB2040-SLC(Kimy團購),服飾,內睡衣,3
Lofan愜意豐滿再現無鋼圈內衣-粉 XB2370-PIK(Kimy團購),服飾,內睡衣,3
惡名昭彰 12099 TWD x,運動/健身,運動服飾,3
Lofan 極簡調整型無鋼圈內衣-膚 BA2440-SLC (PEI團購),服飾,丹寧牛仔,3
Lofan 森活豐滿再現無鋼圈內衣-灰 (顏小千團購),服飾,丹寧牛仔,3
Lofan 珍珠包覆美型無鋼圈內衣-灰 XB2290-GRY (顏小千團購),服飾,丹寧牛仔,3
Lofan 愜意豐滿再現無鋼圈內衣-灰藍 XB2370-GRY (林萱團購),服飾,丹寧牛仔,3
Lofan 平口親膚無痕無鋼圈內衣-膚 CB2520-SLC (顏小千團購),服飾,丹寧牛仔,3
Lofan 平口親膚無痕無鋼圈內衣-黑 CB2520-BLK (顏小千團購),服飾,丹寧牛仔,3
Lofan森活豐滿再現無鋼圈內衣-膚 BA2480-SLC (顏小千團購),服飾,內睡衣,3
Lofan永恆爵士深V造波無鋼圈內衣-黃色 BA2420-YOF (顏小千團購),服飾,內睡衣,3
惡名昭彰 11799 TWD x,服飾,休閒運動服飾,3
惡名昭彰 11570 TWD x,運動/健身,運動服飾,3
Lofan天使集中造波無鋼圈內衣-可可色 XB2350-COC (蘋果西打團購),服飾,內睡衣,3
Lofan天使中低腰三角小褲-可可色 XS2353-COC (蘋果西打團購),服飾,內睡衣,3
2023 ITE香港旅展 雲品經典山景客房住宿券,服務、票券,旅遊票券,3
2023 ITE香港旅展 君品豪華家庭客房環保住宿券,服務、票券,旅遊票券,3
惡名昭彰 11700 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1168 TWD x,其他大類,其他,3
LockField 38燈套組,戶外/旅行,露營/帳篷,3
LoRa通訊整合實作課程,服務、票券,禮券,3
LoRa 及 WiFi 整合應用實戰 硬體 加 年繳套裝 3人同行,書籍及雜誌期刊,限制級書刊,3
2023 ITF Vantel平日租一送一48小時體驗券(紙本券),金融服務,其他金融服務,3
2023 ICICE Registration Fee 10850 元 x,服務、票券,課程,3
2023 ICASI Registration Fee 20020 元 x,服務、票券,課程,3
惡名昭彰 11618 TWD x,運動/健身,運動服飾,3
惡名昭彰 1161 TWD x,服飾,休閒運動服飾,3
惡名昭彰 11598 TWD x,服飾,休閒運動服飾,3
有效掌控採購交期與存貨管理 - 確定開課,服務、票券,課程,3
有效掌控採購交期與存貨管理 - 確定開課 X1 共3400,服務、票券,課程,3
(聯絡電話：0920323367),居家生活,餐廚,3
惡名昭彰 1127 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1141 TWD x,其他大類,其他,3
惡名昭彰 11400 TWD x,服飾,休閒運動服飾,3
惡名昭彰 11530 TWD x,服飾,休閒運動服飾,3
惡名昭彰 11348 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1133 TWD x,服飾,休閒運動服飾,3
2023 Food&Drink 森林系星級餐酒會 x,服務、票券,餐券,3
有效做好生產與物料管控(PMC) - 桃園班 - 達開班門檻,服務、票券,課程,3
有效做好生產與物料管控(PMC) - 桃園班 - 達開班門檻 X1 共4275,服務、票券,課程,3
高覺茶 - 線上購物 8900 元 x,食品,沖泡品,3
2023 ICASI Registration Fee 13905 元 x,服務、票券,課程,3
2023 ICASI Registration Fee 12440 元 x,服務、票券,課程,3
2023 ICASI Registration Fee 10885 元 x,服務、票券,生活服務,3
惡名昭彰 11195 TWD x,運動/健身,運動服飾,3
惡名昭彰 11299 TWD x,服飾,休閒運動服飾,3
惡名昭彰 11047 TWD x,運動/健身,運動服飾,3
會計人員培訓全修班 X1 共9405,服務、票券,課程,3
"高蛋白殺菌赤蟲 冷凍赤蟲（紅蟲） - 高蛋白殺菌赤蟲 【小蟲】, 小赤蟲2盒送2片 x 1",寵物,水族相關,3
惡名昭彰 11249 TWD x,服飾,休閒運動服飾,3
惡名昭彰 11217 TWD x,服飾,休閒運動服飾,3
2023 EIMOC 卓越盃國際音樂公開賽 3000 元 x,服務、票券,課程,3
惡名昭彰 10950 TWD x,運動/健身,運動服飾,3
惡名昭彰 11148 TWD x,運動/健身,運動服飾,3
惡名昭彰 1112 TWD x,服飾,休閒運動服飾,3
惡名昭彰 10940 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1094 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1092 TWD x,服飾,休閒運動服飾,3
惡名昭彰 10919 TWD x,服飾,休閒運動服飾,3
10RO組機板[L6033]*1 5 元 x,其他大類,其他,3
惡名昭彰 1085 TWD x,服飾,休閒運動服飾,3
惡名昭彰 10816 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1098 TWD x,服飾,休閒運動服飾,3
2023 Aibou Crew 員工帳號 月費（30日）[6人 x 6月],服務、票券,生活服務,3
Lo-Curtain 遮光亞麻布簾-米杏,居家生活,居家裝飾,3
Lively Breeze 立體陶瓷擴香-紅豆泥小兔,郵購與傳銷,其他傳銷事業,3
Lively Breeze 立體陶瓷擴香-威力鯨魚(大),郵購與傳銷,其他傳銷事業,3
10cm｜CA雙功能10cm-CA雙功能護理床墊 - 單人89X190公分 2500 元,居家生活,寢具,3
惡名昭彰 10910 TWD x,服飾,休閒運動服飾,3
惡名昭彰 10680 TWD x,運動/健身,運動服飾,3
購物金 -560 TWD x,其他大類,其他,3
2023 Aibou Crew 員工帳號 月費（30日）[17人 x 1月],金融服務,其他金融服務,3
惡名昭彰 10719 TWD x,運動/健身,運動服飾,3
LitoMon 怪獸部落 貓族98%鮮肉主食糧-竹筴魚 1.8kg,嬰幼童與母親,童裝,3
2023 Aibou Crew 員工帳號 月費（30日）[14人 x 1月],金融服務,其他金融服務,3
2023 Aibou Crew 員工帳號 月費（30日）[11人 x 1月],金融服務,其他金融服務,3
LitaCafe商城商品一批,其他大類,其他,3
Liplief 晚安唇膜凝膠,美妝保養,化妝品,3
惡名昭彰 10640 TWD x,運動/健身,運動服飾,3
惡名昭彰 10560 TWD x,運動/健身,運動服飾,3
惡名昭彰 10529 TWD x,服飾,休閒運動服飾,3
惡名昭彰 10520 TWD x,服飾,休閒運動服飾,3
高質感V領浪漫花瓣袖上衣(黑),服飾,T恤,3
高貴千金100%羊毛大衣 燕麥奶/錫器灰/氣質黑 三色,服飾,外套,3
高訂霧光真絲側綁帶長裙,服飾,Polo衫,3
高質感傾聽藝術-【台北】11/,服務、票券,報名費,3
Linux系統入門實戰班 5400 $ x,服務、票券,課程,3
惡名昭彰 10419 TWD x,服飾,休閒運動服飾,3
惡名昭彰 10579 TWD x,服飾,休閒運動服飾,3
惡名昭彰 10578 TWD x,服飾,休閒運動服飾,3
高質感雙向拉鍊細節短版西外,服飾,外套,3
商品總金額 6633 TWD x,其他大類,其他,3
商品總金額 6631 TWD x,其他大類,其他,3
惡名昭彰 10480 TWD x,服飾,休閒運動服飾,3
高質感細緻壓紋長裙 (黑),服飾,短褲,3
高質感簡約長頭紗 - F現貨,服務、票券,其他活動,3
高階掃描費用,其他大類,其他,3
高醫遠距健管費月費850方案,書籍及雜誌期刊,語言學習書籍,3
高速快充 高規格 1萬mah/22.5w 行動電源 PD 3.0/PPS/QC4+／白色銀標牌 1180 元 x,手機平板與周邊,行動電源,3
高速巴士河口湖便｜單程票｜河口湖→秋葉原・東京,服務、票券,旅遊票券,3
Link All KP-SUPER7 10000mAh五合一 快充 行動電源 冰河白/夜幕黑/奶茶棕/櫻花粉/丁香紫,手機平板與周邊,行動電源,3
Linea Tennis-2mm圓排鑽手鍊 X,包包/配件/精品,珠寶鑽石,3
Line@好友限定【新春禮品｜兩入組盒】日安玩美X2｜贈新春禮袋X2＋新年賀卡X2（贈品已送完）,娛樂、收藏,CD&DVD,3
Line 隻,其他大類,其他,3
Line 陳芊璇,其他大類,其他,3
Line 社群人數 官方帳號／普通社群人數 須關閉審核（上限200名買超過不退）加入50名 590 元 x,3C與筆電,軟體,3
Line 社群人數 官方帳號／普通社群人數 須關閉審核加入100名 1180 元 x,3C與筆電,軟體,3
Line 家妤,服務、票券,生活服務,3
惡名昭彰 10389 TWD x,服飾,休閒運動服飾,3
惡名昭彰 1038 TWD x,服飾,休閒運動服飾,3
